"ITL,ITL code,Region name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,""2019"
"[note 1]"""
"ITL3,TLK14,Swindon,""11,169"",""11,558"",""12,172"",""12,899"",""13,442"",""13,829"",""13,990"",""14,197"",""14,625"",""15,125"",""15,457"",""15,727"",""16,055"",""15,956"",""16,218"",""16,603"",""17,037"",""17,651"",""18,346"",""18,770"",""19,081"",""19,974"",""20,516"""
"ITL3,TLK15,Wiltshire,""11,838"",""11,892"",""12,380"",""13,324"",""13,750"",""14,024"",""14,402"",""14,824"",""15,425"",""16,080"",""16,672"",""17,050"",""17,025"",""17,399"",""17,858"",""18,262"",""19,090"",""19,730"",""20,646"",""20,796"",""21,331"",""22,609"",""23,179"""
"ITL3,TLK23,Somerset,""10,959"",""11,270"",""11,631"",""12,047"",""12,554"",""12,683"",""13,133"",""13,710"",""14,220"",""14,986"",""15,524"",""16,086"",""16,075"",""16,666"",""16,996"",""17,291"",""17,653"",""18,315"",""19,034"",""19,088"",""19,520"",""20,408"",""20,827"""
"ITL3,TLK24,Poole,""11,576"",""11,802"",""12,364"",""13,122"",""13,512"",""13,664"",""14,008"",""14,514"",""15,114"",""15,848"",""16,542"",""16,808"",""16,381"",""16,873"",""17,179"",""17,514"",""18,191"",""18,573"",""19,678"",""19,715"",""20,033"",""21,045"",""21,652"""
"ITL3,TLK24,Bournemouth,""11,576"",""11,802"",""12,364"",""13,122"",""13,512"",""13,664"",""14,008"",""14,514"",""15,114"",""15,848"",""16,542"",""16,808"",""16,381"",""16,873"",""17,179"",""17,514"",""18,191"",""18,573"",""19,678"",""19,715"",""20,033"",""21,045"",""21,652"""
"ITL3,TLK25,Dorset,""11,694"",""12,105"",""12,480"",""13,090"",""13,457"",""13,759"",""14,258"",""14,586"",""15,151"",""16,142"",""16,686"",""17,208"",""17,057"",""17,710"",""18,309"",""18,787"",""19,360"",""19,985"",""20,769"",""20,895"",""21,166"",""22,175"",""22,613"""
"ITL3,TLK30,Isles of Scilly,""9,898"",""10,083"",""10,234"",""10,800"",""11,375"",""11,859"",""12,028"",""12,449"",""12,908"",""13,515"",""14,072"",""14,473"",""14,689"",""15,190"",""15,560"",""15,942"",""16,191"",""16,558"",""17,123"",""17,534"",""18,045"",""18,551"",""18,869"""
"ITL3,TLK30,Cornwall,""9,898"",""10,083"",""10,234"",""10,800"",""11,375"",""11,859"",""12,028"",""12,449"",""12,908"",""13,515"",""14,072"",""14,473"",""14,689"",""15,190"",""15,560"",""15,942"",""16,191"",""16,558"",""17,123"",""17,534"",""18,045"",""18,551"",""18,869"""
"ITL3,TLK41,Plymouth,""9,241"",""9,466"",""9,760"",""10,359"",""10,589"",""10,771"",""11,118"",""11,497"",""11,731"",""12,167"",""12,692"",""13,107"",""13,370"",""14,001"",""14,230"",""14,391"",""14,761"",""15,147"",""15,614"",""15,702"",""16,261"",""16,923"",""17,343"""
"ITL3,TLK42,Torbay,""9,979"",""10,042"",""10,447"",""11,261"",""11,269"",""11,464"",""11,813"",""12,233"",""12,968"",""13,492"",""13,786"",""14,477"",""14,668"",""15,049"",""15,342"",""15,720"",""16,200"",""16,729"",""17,123"",""17,443"",""17,705"",""18,342"",""18,698"""
"ITL3,TLK43,Devon,""11,121"",""11,262"",""11,601"",""11,901"",""12,396"",""12,820"",""13,008"",""13,505"",""14,128"",""14,854"",""15,414"",""16,111"",""16,509"",""16,620"",""16,786"",""17,315"",""17,853"",""18,239"",""19,108"",""19,274"",""19,552"",""20,486"",""20,924"""
